NC_009144.2	chr1
NW_001868395.1	chrUn
NW_001868396.1	chrUn
NW_001868397.1	chrUn
NW_001868398.1	chrUn
NW_001868400.1	chrUn
NW_001868401.1	chrUn
NW_001868404.1	chrUn
NW_001868405.1	chrUn
NW_001868406.1	chrUn
NW_001868407.1	chrUn
NW_001868408.1	chrUn
NW_001868409.1	chrUn
NW_001868410.1	chrUn
NW_001868411.1	chrUn
NW_001868412.1	chrUn
NW_001868413.1	chrUn
NW_001868415.1	chrUn
NW_001868419.1	chrUn
NW_001868420.1	chrUn
NW_001868421.1	chrUn
NW_001868424.1	chrUn
NW_001868427.1	chrUn
NW_001868429.1	chrUn
NW_001868431.1	chrUn
NW_001868432.1	chrUn
NW_001868433.1	chrUn
NW_001868434.1	chrUn
NW_001868435.1	chrUn
NW_001868437.1	chrUn
NW_001868438.1	chrUn
NW_001868439.1	chrUn
NW_001868440.1	chrUn
NW_001868441.1	chrUn
NW_001868442.1	chrUn
NW_001868443.1	chrUn
NW_001868444.1	chrUn
NW_001868445.1	chrUn
NW_001868448.1	chrUn
NW_001868449.1	chrUn
NW_001868450.1	chrUn
NW_001868451.1	chrUn
NW_001868452.1	chrUn
NW_001868453.1	chrUn
NW_001868454.1	chrUn
NW_001868455.1	chrUn
NW_001868456.1	chrUn
NW_001868457.1	chrUn
NW_001868459.1	chrUn
NW_001868460.1	chrUn
NW_001868462.1	chrUn
NW_001868463.1	chrUn
NW_001868466.1	chrUn
NW_001868467.1	chrUn
NW_001868468.1	chrUn
NW_001868471.1	chrUn
NW_001868472.1	chrUn
NW_001868473.1	chrUn
NW_001868475.1	chrUn
NW_001868478.1	chrUn
NW_001868479.1	chrUn
NW_001868481.1	chrUn
NW_001868482.1	chrUn
NW_001868483.1	chrUn
NW_001868484.1	chrUn
NW_001868485.1	chrUn
NW_001868487.1	chrUn
NW_001868488.1	chrUn
NW_001868489.1	chrUn
NW_001868492.1	chrUn
NW_001868493.1	chrUn
NW_001868496.1	chrUn
NW_001868497.1	chrUn
NW_001868498.1	chrUn
NW_001868500.1	chrUn
NW_001868501.1	chrUn
NW_001868503.1	chrUn
NW_001868504.1	chrUn
NW_001868505.1	chrUn
NW_001868506.1	chrUn
NW_001868508.1	chrUn
NW_001868509.1	chrUn
NW_001868510.1	chrUn
NW_001868511.1	chrUn
NW_001868514.1	chrUn
NW_001868515.1	chrUn
NW_001868516.1	chrUn
NW_001868517.1	chrUn
NW_001868518.1	chrUn
NW_001868520.1	chrUn
NW_001868521.1	chrUn
NW_001868522.1	chrUn
NW_001868523.1	chrUn
NW_001868525.1	chrUn
NW_001868526.1	chrUn
NW_001868527.1	chrUn
NW_001868528.1	chrUn
NW_001868530.1	chrUn
NW_001868531.1	chrUn
NW_001868532.1	chrUn
NW_001868533.1	chrUn
NW_001868534.1	chrUn
NW_001868536.1	chrUn
NW_001868537.1	chrUn
NW_001868538.1	chrUn
NW_001868539.1	chrUn
NW_001868540.1	chrUn
NW_001868541.1	chrUn
NW_001868542.1	chrUn
NW_001868543.1	chrUn
NW_001868544.1	chrUn
NW_001868545.1	chrUn
NW_001868547.1	chrUn
NW_001868548.1	chrUn
NW_001868549.1	chrUn
NW_001868550.1	chrUn
NW_001868551.1	chrUn
NW_001868552.1	chrUn
NW_001868553.1	chrUn
NW_001868554.1	chrUn
NW_001868555.1	chrUn
NW_001868556.1	chrUn
NW_001868558.1	chrUn
NW_001868559.1	chrUn
NW_001868560.1	chrUn
NW_001868561.1	chrUn
NW_001868562.1	chrUn
NW_001868563.1	chrUn
NW_001868564.1	chrUn
NW_001868565.1	chrUn
NW_001868566.1	chrUn
NW_001868567.1	chrUn
NW_001868569.1	chrUn
NW_001868570.1	chrUn
NW_001868571.1	chrUn
NW_001868572.1	chrUn
NW_001868573.1	chrUn
NW_001868574.1	chrUn
NW_001868575.1	chrUn
NW_001868576.1	chrUn
NW_001868577.1	chrUn
NW_001868578.1	chrUn
NW_001868580.1	chrUn
NW_001868581.1	chrUn
NW_001868582.1	chrUn
NW_001868583.1	chrUn
NW_001868584.1	chrUn
NW_001868585.1	chrUn
NW_001868586.1	chrUn
NW_001868588.1	chrUn
NW_001868592.1	chrUn
NW_001868593.1	chrUn
NW_001868594.1	chrUn
NW_001868595.1	chrUn
NW_001868596.1	chrUn
NW_001868597.1	chrUn
NW_001868598.1	chrUn
NW_001868599.1	chrUn
NW_001868600.1	chrUn
NW_001868602.1	chrUn
NW_001868603.1	chrUn
NW_001868604.1	chrUn
NW_001868606.1	chrUn
NW_001868607.1	chrUn
NW_001868608.1	chrUn
NW_001868609.1	chrUn
NW_001868613.1	chrUn
NW_001868614.1	chrUn
NW_001868615.1	chrUn
NW_001868616.1	chrUn
NW_001868617.1	chrUn
NW_001868621.1	chrUn
NW_001868622.1	chrUn
NW_001868624.1	chrUn
NW_001868625.1	chrUn
NW_001868626.1	chrUn
NW_001868627.1	chrUn
NW_001868628.1	chrUn
NW_001868630.1	chrUn
NW_001868631.1	chrUn
NW_001868632.1	chrUn
NW_001868633.1	chrUn
NW_001868636.1	chrUn
NW_001868637.1	chrUn
NW_001868639.1	chrUn
NW_001868640.1	chrUn
NW_001868641.1	chrUn
NW_001868642.1	chrUn
NW_001868643.1	chrUn
NW_001868644.1	chrUn
NW_001868646.1	chrUn
NW_001868647.1	chrUn
NW_001868648.1	chrUn
NW_001868650.1	chrUn
NW_001868651.1	chrUn
NW_001868652.1	chrUn
NW_001868653.1	chrUn
NW_001868654.1	chrUn
NW_001868655.1	chrUn
NW_001868658.1	chrUn
NW_001868659.1	chrUn
NW_001868660.1	chrUn
NW_001868661.1	chrUn
NW_001868662.1	chrUn
NW_001868663.1	chrUn
NW_001868664.1	chrUn
NW_001868665.1	chrUn
NW_001868666.1	chrUn
NW_001868668.1	chrUn
NW_001868669.1	chrUn
NW_001868671.1	chrUn
NW_001868673.1	chrUn
NW_001868674.1	chrUn
NW_001868675.1	chrUn
NW_001868676.1	chrUn
NW_001868677.1	chrUn
NW_001868679.1	chrUn
NW_001868680.1	chrUn
NW_001868681.1	chrUn
NW_001868682.1	chrUn
NW_001868683.1	chrUn
NW_001868684.1	chrUn
NW_001868685.1	chrUn
NW_001868686.1	chrUn
NW_001868688.1	chrUn
NW_001868690.1	chrUn
NW_001868691.1	chrUn
NW_001868692.1	chrUn
NW_001868693.1	chrUn
NW_001868694.1	chrUn
NW_001868696.1	chrUn
NW_001868697.1	chrUn
NW_001868698.1	chrUn
NW_001868701.1	chrUn
NW_001868702.1	chrUn
NW_001868703.1	chrUn
NW_001868705.1	chrUn
NW_001868707.1	chrUn
NW_001868708.1	chrUn
NW_001868709.1	chrUn
NW_001868710.1	chrUn
NW_001868712.1	chrUn
NW_001868713.1	chrUn
NW_001868714.1	chrUn
NW_001868715.1	chrUn
NW_001868716.1	chrUn
NW_001868717.1	chrUn
NW_001868718.1	chrUn
NW_001868719.1	chrUn
NW_001868720.1	chrUn
NW_001868721.1	chrUn
NW_001868724.1	chrUn
NW_001868726.1	chrUn
NW_001868727.1	chrUn
NW_001868728.1	chrUn
NW_001868729.1	chrUn
NW_001868730.1	chrUn
NW_001868731.1	chrUn
NW_001868732.1	chrUn
NW_001868734.1	chrUn
NW_001868735.1	chrUn
NW_001868736.1	chrUn
NW_001868738.1	chrUn
NW_001868739.1	chrUn
NW_001868740.1	chrUn
NW_001868741.1	chrUn
NW_001868742.1	chrUn
NW_001868743.1	chrUn
NW_001868745.1	chrUn
NW_001868746.1	chrUn
NW_001868747.1	chrUn
NW_001868748.1	chrUn
NW_001868750.1	chrUn
NW_001868751.1	chrUn
NW_001868753.1	chrUn
NW_001868754.1	chrUn
NW_001868756.1	chrUn
NW_001868757.1	chrUn
NW_001868758.1	chrUn
NW_001868759.1	chrUn
NW_001868760.1	chrUn
NW_001868763.1	chrUn
NW_001868764.1	chrUn
NW_001868767.1	chrUn
NW_001868768.1	chrUn
NW_001868769.1	chrUn
NW_001868770.1	chrUn
NW_001868771.1	chrUn
NW_001868772.1	chrUn
NW_001868773.1	chrUn
NW_001868774.1	chrUn
NW_001868775.1	chrUn
NW_001868776.1	chrUn
NW_001868778.1	chrUn
NW_001868779.1	chrUn
NW_001868780.1	chrUn
NW_001868781.1	chrUn
NW_001868783.1	chrUn
NW_001868784.1	chrUn
NW_001868785.1	chrUn
NW_001868787.1	chrUn
NW_001868789.1	chrUn
NW_001868791.1	chrUn
NW_001868792.1	chrUn
NW_001868793.1	chrUn
NW_001868795.1	chrUn
NW_001868796.1	chrUn
NW_001868797.1	chrUn
NW_001868798.1	chrUn
NW_001868800.1	chrUn
NW_001868801.1	chrUn
NW_001868802.1	chrUn
NW_001868804.1	chrUn
NW_001868805.1	chrUn
NW_001868806.1	chrUn
NW_001868807.1	chrUn
NW_001868808.1	chrUn
NW_001868809.1	chrUn
NW_001868811.1	chrUn
NW_001868813.1	chrUn
NW_001868814.1	chrUn
NW_001868815.1	chrUn
NW_001868816.1	chrUn
NW_001868817.1	chrUn
NW_001868818.1	chrUn
NW_001868819.1	chrUn
NW_001868820.1	chrUn
NW_001868823.1	chrUn
NW_001868824.1	chrUn
NW_001868826.1	chrUn
NW_001868827.1	chrUn
NW_001868828.1	chrUn
NW_001868829.1	chrUn
NW_001868830.1	chrUn
NW_001868831.1	chrUn
NW_001868833.1	chrUn
NW_001868834.1	chrUn
NW_001868835.1	chrUn
NW_001868836.1	chrUn
NW_001868838.1	chrUn
NW_001868840.1	chrUn
NW_001868841.1	chrUn
NW_001868842.1	chrUn
NW_001868845.1	chrUn
NW_001868846.1	chrUn
NW_001868847.1	chrUn
NW_001868848.1	chrUn
NW_001868849.1	chrUn
NW_001868850.1	chrUn
NW_001868851.1	chrUn
NW_001868852.1	chrUn
NW_001868853.1	chrUn
NW_001868856.1	chrUn
NW_001868857.1	chrUn
NW_001868858.1	chrUn
NW_001868859.1	chrUn
NW_001868860.1	chrUn
NW_001868863.1	chrUn
NW_001868864.1	chrUn
NW_001868866.1	chrUn
NW_001868868.1	chrUn
NW_001868869.1	chrUn
NW_001868870.1	chrUn
NW_001868871.1	chrUn
NW_001868872.1	chrUn
NW_001868873.1	chrUn
NW_001868874.1	chrUn
NW_001868875.1	chrUn
NW_001868877.1	chrUn
NW_001868878.1	chrUn
NW_001868879.1	chrUn
NW_001868880.1	chrUn
NW_001868881.1	chrUn
NW_001868883.1	chrUn
NW_001868884.1	chrUn
NW_001868885.1	chrUn
NW_001868886.1	chrUn
NW_001868888.1	chrUn
NW_001868889.1	chrUn
NW_001868890.1	chrUn
NW_001868892.1	chrUn
NW_001868893.1	chrUn
NW_001868894.1	chrUn
NW_001868895.1	chrUn
NW_001868896.1	chrUn
NW_001868899.1	chrUn
NW_001868900.1	chrUn
NW_001868901.1	chrUn
NW_001868902.1	chrUn
NW_001868903.1	chrUn
NW_001868904.1	chrUn
NW_001868905.1	chrUn
NW_001868907.1	chrUn
NW_001868908.1	chrUn
NW_001868911.1	chrUn
NW_001868912.1	chrUn
NW_001868913.1	chrUn
NW_001868916.1	chrUn
NW_001868917.1	chrUn
NW_001868918.1	chrUn
NW_001868919.1	chrUn
NW_001868921.1	chrUn
NW_001868922.1	chrUn
NW_001868923.1	chrUn
NW_001868924.1	chrUn
NW_001868926.1	chrUn
NW_001868927.1	chrUn
NW_001868928.1	chrUn
NW_001868929.1	chrUn
NW_001868930.1	chrUn
NW_001868932.1	chrUn
NW_001868933.1	chrUn
NW_001868934.1	chrUn
NW_001868935.1	chrUn
NW_001868936.1	chrUn
NW_001868937.1	chrUn
NW_001868939.1	chrUn
NW_001868940.1	chrUn
NW_001868941.1	chrUn
NW_001868944.1	chrUn
NW_001868945.1	chrUn
NW_001868946.1	chrUn
NW_001868948.1	chrUn
NW_001868949.1	chrUn
NW_001868950.1	chrUn
NW_001868951.1	chrUn
NW_001868952.1	chrUn
NW_001868954.1	chrUn
NW_001868955.1	chrUn
NW_001868956.1	chrUn
NW_001868957.1	chrUn
NW_001868958.1	chrUn
NW_001868961.1	chrUn
NW_001868963.1	chrUn
NW_001868965.1	chrUn
NW_001868966.1	chrUn
NW_001868969.1	chrUn
NW_001868970.1	chrUn
NW_001868971.1	chrUn
NW_001868974.1	chrUn
NW_001868976.1	chrUn
NW_001868977.1	chrUn
NW_001868978.1	chrUn
NW_001868979.1	chrUn
NW_001868980.1	chrUn
NW_001868981.1	chrUn
NW_001868983.1	chrUn
NW_001868984.1	chrUn
NW_001868985.1	chrUn
NW_001868987.1	chrUn
NW_001868988.1	chrUn
NW_001868989.1	chrUn
NW_001868990.1	chrUn
NW_001868991.1	chrUn
NW_001868992.1	chrUn
NW_001868993.1	chrUn
NW_001868994.1	chrUn
NW_001868995.1	chrUn
NW_001868996.1	chrUn
NW_001868998.1	chrUn
NW_001868999.1	chrUn
NW_001869001.1	chrUn
NW_001869002.1	chrUn
NW_001869003.1	chrUn
NW_001869005.1	chrUn
NW_001869006.1	chrUn
NW_001869007.1	chrUn
NW_001869009.1	chrUn
NW_001869010.1	chrUn
NW_001869011.1	chrUn
NW_001869012.1	chrUn
NW_001869013.1	chrUn
NW_001869014.1	chrUn
NW_001869015.1	chrUn
NW_001869016.1	chrUn
NW_001869017.1	chrUn
NW_001869020.1	chrUn
NW_001869021.1	chrUn
NW_001869022.1	chrUn
NW_001869023.1	chrUn
NW_001869024.1	chrUn
NW_001869025.1	chrUn
NW_001869026.1	chrUn
NW_001869027.1	chrUn
NW_001869028.1	chrUn
NW_001869029.1	chrUn
NW_001869031.1	chrUn
NW_001869032.1	chrUn
NW_001869033.1	chrUn
NW_001869034.1	chrUn
NW_001869035.1	chrUn
NW_001869036.1	chrUn
NW_001869037.1	chrUn
NW_001869038.1	chrUn
NW_001869039.1	chrUn
NW_001869040.1	chrUn
NW_001869042.1	chrUn
NW_001869043.1	chrUn
NW_001869044.1	chrUn
NW_001869045.1	chrUn
NW_001869046.1	chrUn
NW_001869047.1	chrUn
NW_001869048.1	chrUn
NW_001869049.1	chrUn
NW_001869050.1	chrUn
NW_001869051.1	chrUn
NW_001869053.1	chrUn
NW_001869054.1	chrUn
NW_001869056.1	chrUn
NW_001869057.1	chrUn
NW_001869058.1	chrUn
NW_001869059.1	chrUn
NW_001869060.1	chrUn
NW_001869061.1	chrUn
NW_001869062.1	chrUn
NW_001869066.1	chrUn
NW_001869067.1	chrUn
NW_001869068.1	chrUn
NW_001869069.1	chrUn
NW_001869070.1	chrUn
NW_001869072.1	chrUn
NW_001869073.1	chrUn
NW_001869075.1	chrUn
NW_001869077.1	chrUn
NW_001869079.1	chrUn
NW_001869081.1	chrUn
NW_001869082.1	chrUn
NW_001869083.1	chrUn
NW_001869084.1	chrUn
NW_001869086.1	chrUn
NW_001869087.1	chrUn
NW_001869088.1	chrUn
NW_001869090.1	chrUn
NW_001869091.1	chrUn
NW_001869092.1	chrUn
NW_001869093.1	chrUn
NW_001869094.1	chrUn
NW_001869095.1	chrUn
NW_001869097.1	chrUn
NW_001869098.1	chrUn
NW_001869099.1	chrUn
NW_001869100.1	chrUn
NW_001869101.1	chrUn
NW_001869102.1	chrUn
NW_001869104.1	chrUn
NW_001869105.1	chrUn
NW_001869106.1	chrUn
NW_001869108.1	chrUn
NW_001869110.1	chrUn
NW_001869111.1	chrUn
NW_001869112.1	chrUn
NW_001869114.1	chrUn
NW_001869117.1	chrUn
NW_001869119.1	chrUn
NW_001869120.1	chrUn
NW_001869121.1	chrUn
NW_001869122.1	chrUn
NW_001869123.1	chrUn
NW_001869124.1	chrUn
NW_001869125.1	chrUn
NW_001869126.1	chrUn
NW_001869127.1	chrUn
NW_001869128.1	chrUn
NW_001869130.1	chrUn
NW_001869131.1	chrUn
NW_001869132.1	chrUn
NW_001869133.1	chrUn
NW_001869134.1	chrUn
NW_001869135.1	chrUn
NW_001869136.1	chrUn
NW_001869137.1	chrUn
NW_001869138.1	chrUn
NW_001869139.1	chrUn
NW_001869141.1	chrUn
NW_001869142.1	chrUn
NW_001869143.1	chrUn
NW_001869144.1	chrUn
NW_001869145.1	chrUn
NW_001869146.1	chrUn
NW_001869147.1	chrUn
NW_001869148.1	chrUn
NW_001869149.1	chrUn
NW_001869150.1	chrUn
NW_001869152.1	chrUn
NW_001869153.1	chrUn
NW_001869154.1	chrUn
NW_001869155.1	chrUn
NW_001869156.1	chrUn
NW_001869158.1	chrUn
NW_001869159.1	chrUn
NW_001869160.1	chrUn
NW_001869161.1	chrUn
NW_001869163.1	chrUn
NW_001869166.1	chrUn
NW_001869168.1	chrUn
NW_001869169.1	chrUn
NW_001869170.1	chrUn
NW_001869172.1	chrUn
NW_001869174.1	chrUn
NW_001869175.1	chrUn
NW_001869176.1	chrUn
NW_001869177.1	chrUn
NW_001869178.1	chrUn
NW_001869179.1	chrUn
NW_001869180.1	chrUn
NW_001869181.1	chrUn
NW_001869182.1	chrUn
NW_001869185.1	chrUn
NW_001869186.1	chrUn
NW_001869187.1	chrUn
NW_001869189.1	chrUn
NW_001869190.1	chrUn
NW_001869191.1	chrUn
NW_001869193.1	chrUn
NW_001869194.1	chrUn
NW_001869196.1	chrUn
NW_001869198.1	chrUn
NW_001869199.1	chrUn
NW_001869201.1	chrUn
NW_001869202.1	chrUn
NW_001869204.1	chrUn
NW_001869205.1	chrUn
NW_001869207.1	chrUn
NW_001869208.1	chrUn
NW_001869209.1	chrUn
NW_001869210.1	chrUn
NW_001869211.1	chrUn
NW_001869213.1	chrUn
NW_001869214.1	chrUn
NW_001869215.1	chrUn
NW_001869216.1	chrUn
NW_001869218.1	chrUn
NW_001869219.1	chrUn
NW_001869220.1	chrUn
NW_001869222.1	chrUn
NW_001869223.1	chrUn
NW_001869224.1	chrUn
NW_001869225.1	chrUn
NW_001869226.1	chrUn
NW_001869227.1	chrUn
NW_001869229.1	chrUn
NW_001869231.1	chrUn
NW_001869232.1	chrUn
NW_001869233.1	chrUn
NW_001869234.1	chrUn
NW_001869235.1	chrUn
NW_001869236.1	chrUn
NW_001869237.1	chrUn
NW_001869238.1	chrUn
NW_001869240.1	chrUn
NW_001869241.1	chrUn
NW_001869242.1	chrUn
NW_001869243.1	chrUn
NW_001869244.1	chrUn
NW_001869246.1	chrUn
NW_001869247.1	chrUn
NW_001869249.1	chrUn
NW_001869252.1	chrUn
NW_001869253.1	chrUn
NW_001869254.1	chrUn
NW_001869255.1	chrUn
NW_001869256.1	chrUn
NW_001869257.1	chrUn
NW_001869258.1	chrUn
NW_001869259.1	chrUn
NW_001869260.1	chrUn
NW_001869262.1	chrUn
NW_001869263.1	chrUn
NW_001869264.1	chrUn
NW_001869265.1	chrUn
NW_001869266.1	chrUn
NW_001869267.1	chrUn
NW_001869268.1	chrUn
NW_001869269.1	chrUn
NW_001869270.1	chrUn
NW_001869273.1	chrUn
NW_001869274.1	chrUn
NW_001869277.1	chrUn
NW_001869278.1	chrUn
NW_001869279.1	chrUn
NW_001869281.1	chrUn
NW_001869282.1	chrUn
NW_001869284.1	chrUn
NW_001869286.1	chrUn
NW_001869287.1	chrUn
NW_001869288.1	chrUn
NW_001869290.1	chrUn
NW_001869291.1	chrUn
NW_001869292.1	chrUn
NW_001869293.1	chrUn
NW_001869295.1	chrUn
NW_001869297.1	chrUn
NW_001869298.1	chrUn
NW_001869299.1	chrUn
NW_001869300.1	chrUn
NW_001869301.1	chrUn
NW_001869302.1	chrUn
NW_001869303.1	chrUn
NW_001869304.1	chrUn
NW_001869306.1	chrUn
NW_001869307.1	chrUn
NW_001869308.1	chrUn
NW_001869309.1	chrUn
NW_001869310.1	chrUn
NW_001869312.1	chrUn
NW_001869314.1	chrUn
NW_001869315.1	chrUn
NW_001869317.1	chrUn
NW_001869318.1	chrUn
NW_001869319.1	chrUn
NW_001869320.1	chrUn
NW_001869321.1	chrUn
NW_001869322.1	chrUn
NW_001869323.1	chrUn
NW_001869324.1	chrUn
NW_001869325.1	chrUn
NW_001869326.1	chrUn
NW_001869328.1	chrUn
NW_001869329.1	chrUn
NW_001869330.1	chrUn
NW_001869331.1	chrUn
NW_001869332.1	chrUn
NW_001869333.1	chrUn
NW_001869334.1	chrUn
NW_001869336.1	chrUn
NW_001869337.1	chrUn
NW_001869339.1	chrUn
NW_001869340.1	chrUn
NW_001869342.1	chrUn
NW_001869344.1	chrUn
NW_001869345.1	chrUn
NW_001869346.1	chrUn
NW_001869347.1	chrUn
NW_001869350.1	chrUn
NW_001869351.1	chrUn
NW_001869352.1	chrUn
NW_001869353.1	chrUn
NW_001869355.1	chrUn
NW_001869357.1	chrUn
NW_001869358.1	chrUn
NW_001869361.1	chrUn
NW_001869362.1	chrUn
NW_001869364.1	chrUn
NW_001869365.1	chrUn
NW_001869367.1	chrUn
NW_001869368.1	chrUn
NW_001869369.1	chrUn
NW_001869370.1	chrUn
NW_001869372.1	chrUn
NW_001869374.1	chrUn
NW_001869376.1	chrUn
NW_001869377.1	chrUn
NW_001869379.1	chrUn
NW_001869380.1	chrUn
NW_001869381.1	chrUn
NW_001869384.1	chrUn
NW_001869386.1	chrUn
NW_001869387.1	chrUn
NW_001869388.1	chrUn
NW_001869389.1	chrUn
NW_001869390.1	chrUn
NW_001869391.1	chrUn
NW_001869392.1	chrUn
NW_001869394.1	chrUn
NW_001869396.1	chrUn
NW_001869397.1	chrUn
NW_001869398.1	chrUn
NW_001869399.1	chrUn
NW_001869400.1	chrUn
NW_001869401.1	chrUn
NW_001869403.1	chrUn
NW_001869405.1	chrUn
NW_001869406.1	chrUn
NW_001869407.1	chrUn
NW_001869408.1	chrUn
NW_001869409.1	chrUn
NW_001869410.1	chrUn
NW_001869411.1	chrUn
NW_001869412.1	chrUn
NW_001869413.1	chrUn
NW_001869414.1	chrUn
NW_001869416.1	chrUn
NW_001869417.1	chrUn
NW_001869418.1	chrUn
NW_001869420.1	chrUn
NW_001869421.1	chrUn
NW_001869422.1	chrUn
NW_001869423.1	chrUn
NW_001869424.1	chrUn
NW_001869425.1	chrUn
NW_001869427.1	chrUn
NW_001869428.1	chrUn
NW_001869430.1	chrUn
NW_001869432.1	chrUn
NW_001869433.1	chrUn
NW_001869434.1	chrUn
NW_001869435.1	chrUn
NW_001869436.1	chrUn
NW_001869438.1	chrUn
NW_001869439.1	chrUn
NW_001869440.1	chrUn
NW_001869441.1	chrUn
NW_001869442.1	chrUn
NW_001869444.1	chrUn
NW_001869445.1	chrUn
NW_001869447.1	chrUn
NW_001869449.1	chrUn
NW_001869450.1	chrUn
NW_001869451.1	chrUn
NW_001869452.1	chrUn
NW_001869453.1	chrUn
NW_001869454.1	chrUn
NW_001869455.1	chrUn
NW_001869457.1	chrUn
NW_001869458.1	chrUn
NW_001869460.1	chrUn
NW_001869461.1	chrUn
NW_001869463.1	chrUn
NW_001869464.1	chrUn
NW_001869465.1	chrUn
NW_001869466.1	chrUn
NW_001869467.1	chrUn
NW_001869468.1	chrUn
NW_001869469.1	chrUn
NW_001869471.1	chrUn
NW_001869472.1	chrUn
NW_001869473.1	chrUn
NW_001869474.1	chrUn
NW_001869475.1	chrUn
NW_001869476.1	chrUn
NW_001869477.1	chrUn
NW_001869480.1	chrUn
NW_001869482.1	chrUn
NW_001869483.1	chrUn
NW_001869486.1	chrUn
NW_001869488.1	chrUn
NW_001869489.1	chrUn
NW_001869490.1	chrUn
NW_001869491.1	chrUn
NW_001869493.1	chrUn
NW_001869494.1	chrUn
NW_001869495.1	chrUn
NW_001869496.1	chrUn
NW_001869497.1	chrUn
NW_001869498.1	chrUn
NW_001869499.1	chrUn
NW_001869500.1	chrUn
NW_001869501.1	chrUn
NW_001869502.1	chrUn
NW_001869504.1	chrUn
NW_001869505.1	chrUn
NW_001869507.1	chrUn
NW_001869508.1	chrUn
NW_001869509.1	chrUn
NW_001869510.1	chrUn
NW_001869511.1	chrUn
NW_001869512.1	chrUn
NW_001869515.1	chrUn
NW_001869516.1	chrUn
NW_001869517.1	chrUn
NW_001869518.1	chrUn
NW_001869520.1	chrUn
NW_001869521.1	chrUn
NW_001869522.1	chrUn
NW_001869523.1	chrUn
NW_001869524.1	chrUn
NW_001869526.1	chrUn
NW_001869527.1	chrUn
NW_001869528.1	chrUn
NW_001869529.1	chrUn
NW_001869530.1	chrUn
NW_001869531.1	chrUn
NW_001869532.1	chrUn
NW_001869533.1	chrUn
NW_001869535.1	chrUn
NW_001869537.1	chrUn
NW_001869538.1	chrUn
NW_001869539.1	chrUn
NW_001869540.1	chrUn
NW_001869541.1	chrUn
NW_001869542.1	chrUn
NW_001869543.1	chrUn
NW_001869544.1	chrUn
NW_001869545.1	chrUn
NW_001869546.1	chrUn
NW_001869548.1	chrUn
NW_001869549.1	chrUn
NW_001869550.1	chrUn
NW_001869552.1	chrUn
NW_001869554.1	chrUn
NW_001869556.1	chrUn
NW_001869557.1	chrUn
NW_001869561.1	chrUn
NW_001869562.1	chrUn
NW_001869563.1	chrUn
NW_001869564.1	chrUn
NW_001869565.1	chrUn
NW_001869566.1	chrUn
NW_001869567.1	chrUn
NW_001869568.1	chrUn
NW_001869570.1	chrUn
NW_001869571.1	chrUn
NW_001869572.1	chrUn
NW_001869573.1	chrUn
NW_001869574.1	chrUn
NW_001869575.1	chrUn
NW_001869576.1	chrUn
NW_001869577.1	chrUn
NW_001869578.1	chrUn
NW_001869581.1	chrUn
NW_001869583.1	chrUn
NW_001869584.1	chrUn
NW_001869588.1	chrUn
NW_001869589.1	chrUn
NW_001869590.1	chrUn
NW_001869592.1	chrUn
NW_001869593.1	chrUn
NW_001869594.1	chrUn
NW_001869595.1	chrUn
NW_001869596.1	chrUn
NW_001869597.1	chrUn
NW_001869598.1	chrUn
NW_001869599.1	chrUn
NW_001869600.1	chrUn
NW_001869601.1	chrUn
NW_001869603.1	chrUn
NW_001869604.1	chrUn
NW_001869605.1	chrUn
NW_001869606.1	chrUn
NW_001869607.1	chrUn
NW_001869608.1	chrUn
NW_001869609.1	chrUn
NW_001869610.1	chrUn
NW_001869611.1	chrUn
NW_001869612.1	chrUn
NW_001869614.1	chrUn
NW_001869616.1	chrUn
NW_001869617.1	chrUn
NW_001869618.1	chrUn
NW_001869622.1	chrUn
NW_001869623.1	chrUn
NW_001869625.1	chrUn
NW_001869626.1	chrUn
NW_001869627.1	chrUn
NW_001869628.1	chrUn
NW_001869629.1	chrUn
NW_001869630.1	chrUn
NW_001869631.1	chrUn
NW_001869632.1	chrUn
NW_001869633.1	chrUn
NW_001869634.1	chrUn
NW_001869637.1	chrUn
NW_001869638.1	chrUn
NW_001869639.1	chrUn
NW_001869640.1	chrUn
NW_001869641.1	chrUn
NW_001869642.1	chrUn
NW_001869643.1	chrUn
NW_001869645.1	chrUn
NW_001869647.1	chrUn
NW_001869648.1	chrUn
NW_001869649.1	chrUn
NW_001869650.1	chrUn
NW_001869653.1	chrUn
NW_001869654.1	chrUn
NW_001869656.1	chrUn
NW_001869658.1	chrUn
NW_001869659.1	chrUn
NW_001869661.1	chrUn
NW_001869662.1	chrUn
NW_001869663.1	chrUn
NW_001869664.1	chrUn
NW_001869665.1	chrUn
NW_001869666.1	chrUn
NW_001869667.1	chrUn
NW_001869669.1	chrUn
NW_001869670.1	chrUn
NW_001869671.1	chrUn
NW_001869672.1	chrUn
NW_001869673.1	chrUn
NW_001869674.1	chrUn
NW_001869676.1	chrUn
NW_001869677.1	chrUn
NW_001869678.1	chrUn
NW_001869680.1	chrUn
NW_001869681.1	chrUn
NW_001869682.1	chrUn
NW_001869684.1	chrUn
NW_001869685.1	chrUn
NW_001869686.1	chrUn
NW_001869687.1	chrUn
NW_001869688.1	chrUn
NW_001869689.1	chrUn
NW_001869691.1	chrUn
NW_001869692.1	chrUn
NW_001869693.1	chrUn
NW_001869694.1	chrUn
NW_001869695.1	chrUn
NW_001869697.1	chrUn
NW_001869698.1	chrUn
